,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR),Age
387602,T387603,C5479278,1982-07-02,M,ORLANDO,3834.89,2016-08-13,17:56:55,2610.0,34
387662,T387663,C2935570,1978-10-05,M,DOHA,990.69,2016-08-13,16:42:21,1780.0,38
387697,T387698,C4142483,1986-08-15,M,MELBOURNE,541498.59,2016-08-13,17:56:24,9810.0,30
388056,T388057,C7115268,1984-05-06,M,PARRAMATTA,10451.31,2016-08-13,20:06:08,453.0,32
388310,T388311,C6040811,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-13,19:29:22,78.0,40
388482,T388483,C1511717,1987-09-01,M,DOHA,54895.59,2016-08-13,11:08:17,238.0,29
389061,T389062,C7935528,1978-10-05,M,DOHA,990.69,2016-08-13,19:35:33,3087.0,38
389334,T389335,C7980167,1962-06-16,M,RUWI,78.92,2016-08-13,20:46:09,312.0,54
389346,T389347,C8042840,1977-02-17,F,AL QUOZ IND 3,130472.96,2016-08-13,20:16:38,25000.0,39
389442,T389443,C4731575,1976-11-07,M,SYDNEY,27244.2,2016-08-13,20:39:57,1130.0,39
390259,T390260,C8232765,1987-12-01,M,MALVERN,423048.36,2016-08-18,08:51:04,49.0,28
390784,T390785,C2430571,1971-07-15,M,HAMBURG,364.85,2016-08-13,21:49:18,7941.0,45
392282,T392283,C6621240,1987-05-05,F,LAGOS,546.14,2016-08-13,19:50:22,484.0,29
392553,T392554,C6142888,1977-02-17,F,AL QUOZ IND 3,130472.96,2016-08-13,20:13:43,48650.0,39
392715,T392716,C3534623,1986-11-25,M,LUTON,260109.56,2016-08-13,21:46:53,3959.18,29
393235,T393236,C4839269,1972-06-03,F,SALWA,624570.01,2016-08-13,18:43:52,2360.0,44
393321,T393322,C4115167,1985-03-25,M,PO BOX 28483 DUBAI,21696661.0,2016-08-13,23:02:56,5290.0,31
393873,T393874,C4026378,1982-03-12,M,SUNNYVALE,41433.77,2016-08-13,22:35:17,740.0,34
393876,T393877,C7840544,1990-08-25,M,NAPERVILLE,37687.02,2016-08-13,22:34:34,5235.0,26
394140,T394141,C7225624,1976-11-29,M,DUBAI,91232.4,2016-08-13,20:54:23,693.0,39
395219,T395220,C9013811,1972-07-06,M,DUBAI,74749.46,2016-08-18,07:54:16,847.0,44
395392,T395393,C5840814,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-13,21:11:11,500.0,40
395442,T395443,C7128061,1988-08-12,M,MCKINNEY,977373.15,2016-08-13,21:34:17,800.0,28
395469,T395470,C3424571,1986-12-25,M,MELBOURNE,147200.64,2016-08-18,14:43:58,61.36,29
395483,T395484,C4540812,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-18,11:12:27,3073.0,40
395582,T395583,C4234636,1986-11-25,M,LUTON,260109.56,2016-08-13,20:53:29,506.0,29
395768,T395769,C7020869,1952-01-03,M,JIZAN,2883314.46,2016-08-18,09:09:16,17918.0,64
395863,T395864,C8818748,1965-04-30,M,SINGAPORE,3428899.3,2016-08-13,22:14:28,25.0,51
395997,T395998,C7379075,1985-05-13,M,SYDNEY,35076.63,2016-08-18,10:36:00,614.0,31
396289,T396290,C5324529,1986-12-25,M,MELBOURNE,147200.64,2016-08-18,14:12:55,53.69,29
396297,T396298,C2826385,1982-03-12,M,SUNNYVALE,41433.77,2016-08-13,21:32:34,8400.0,34
396660,T396661,C5240837,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-13,21:04:40,300.0,40
397741,T397742,C6425530,1985-08-28,M,MOUNT HAWTHORN,86681.06,2016-08-13,20:54:30,1334.0,31
398006,T398007,C4231550,1976-11-07,M,SYDNEY,27244.2,2016-08-13,20:41:07,1130.0,39
398159,T398160,C5280180,1962-06-16,M,RUWI,78.92,2016-08-18,11:03:41,600.0,54
398232,T398233,C4836488,1976-08-28,M,NEW TAIPEI CITY,59939.91,2016-08-18,08:35:05,60.61,40
398508,T398509,C9025087,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-18,13:56:27,5700.0,35
398635,T398636,C6532143,1978-03-09,M,DUBAI,550129.0,2016-08-18,05:24:00,2029.0,38
398655,T398656,C8228671,1965-06-07,F,KUWAIT CITY,113797.37,2016-08-18,13:48:40,60.0,51
399113,T399114,C1018963,1980-09-07,M,MOMBASA,4875052.46,2016-08-18,13:26:32,1045.0,36
399175,T399176,C2832143,1978-03-09,M,DUBAI,550129.0,2016-08-18,10:37:01,895.0,38
399422,T399423,C7491361,1987-02-27,F,DUBAI,85309.06,2016-08-18,01:09:24,1800.0,29
399432,T399433,C3536465,1976-08-28,M,NEW TAIPEI CITY,59939.91,2016-08-18,08:46:25,60.61,40
400320,T400321,C1718958,1980-09-07,M,MOMBASA,4875052.46,2016-08-18,12:33:35,1599.0,36
400651,T400652,C4429061,1987-03-01,M,ERLANGEN,9752.05,2016-08-18,04:12:23,900.0,29
400781,T400782,C6137126,1990-06-07,F,NAWALPARASI,10973.34,2016-08-18,00:21:46,108.0,26
400928,T400929,C7618987,1980-09-07,M,MOMBASA,4875052.46,2016-08-18,12:34:28,1599.0,36
401095,T401096,C2618660,1987-03-24,F,DUBAI,18029.02,2016-08-18,10:45:48,3.27,29
401109,T401110,C2719758,1975-07-16,M,CHESTER,234988.69,2016-08-18,11:51:10,749.0,41
401267,T401268,C8641814,1991-07-26,M,PALPA,20232.19,2016-08-18,13:52:39,507.0,25
401592,T401593,C4224546,1986-12-25,M,MELBOURNE,147200.64,2016-08-18,19:58:35,37.58,29
401650,T401651,C3818441,1984-03-02,M,KHOBAR,424507.79,2016-08-18,11:18:13,71.95,32
401886,T401887,C5121224,1981-04-20,F,HATFIELD,1313244.57,2016-08-18,18:56:44,214.0,35
401919,T401920,C5641254,1975-12-01,M,ILFORD,56437.81,2016-08-18,15:36:29,1590.0,40
402383,T402384,C8533246,1979-05-14,M,SOUTHALL,4.71,2016-08-18,15:34:27,81800.0,37
402411,T402412,C3121481,1989-11-05,M,FAHAHEL,9226.08,2016-08-18,13:54:25,3152.0,26
402489,T402490,C7248854,1966-10-30,M,DUBAI,669776.8,2016-08-18,18:53:20,820.0,50
402521,T402522,C2815729,1990-11-16,F,BEDFORD,455143.42,2016-08-18,18:23:47,1297.01,25
402617,T402618,C4240027,1968-01-29,M,SOLIHULL,594095.66,2016-08-18,15:46:06,3397.0,48
402990,T402991,C7444639,1988-08-30,M,PHOENIX,16654.52,2016-08-18,14:19:52,3516.5,28
403023,T403024,C8428683,1965-06-07,F,KUWAIT CITY,113797.37,2016-08-18,13:36:28,3532.0,51
403650,T403651,C9040173,1988-03-14,M,AL SALMIYA,31457.19,2016-08-18,14:04:29,3000.0,28
403786,T403787,C8836856,1981-06-08,M,GLASGOW,9237.06,2016-08-18,14:14:28,889.03,35
404115,T404116,C3791389,1987-02-27,F,DUBAI,85309.06,2016-08-18,14:22:42,2000.0,29
404282,T404283,C8421871,1962-11-11,M,MUSCAT,5820.81,2016-08-18,15:47:02,100.0,53
405251,T405252,C5310748,1984-09-22,M,AL NAKHEEL,10187.41,2016-08-18,16:22:08,1339.0,32
405417,T405418,C4539858,1985-11-29,M,QUINCY,515979.44,2016-08-18,20:52:06,4194.0,30
405584,T405585,C2526366,1982-03-12,M,SUNNYVALE,41433.77,2016-08-18,12:30:12,975.0,34
405762,T405763,C7825651,1976-11-29,M,DUBAI,91232.4,2016-08-18,18:16:34,18320.26,39
405845,T405846,C4134890,1987-06-18,M,DUBAI,828645.92,2016-08-18,21:20:05,390.0,29
405861,T405862,C2729876,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:11:27,10000.0,35
406190,T406191,C8633266,1979-05-14,M,SOUTHALL,4.71,2016-08-18,15:14:47,36710.0,37
406601,T406602,C2129882,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:09:44,132000.0,35
406667,T406668,C1633846,1991-08-15,M,RIYADH,505.45,2016-08-18,15:15:07,597.0,25
406998,T406999,C4729842,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:10:56,32000.0,35
407025,T407026,C7080174,1962-06-16,M,RUWI,78.92,2016-08-18,16:39:48,999.0,54
407249,T407250,C4429851,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:10:20,100000.0,35
407299,T407300,C7028173,1965-06-16,M,DAR ES SALAAM,242377.78,2016-08-18,17:44:10,1197.0,51
407626,T407627,C8280189,1962-06-16,M,RUWI,78.92,2016-08-18,16:28:08,147.0,54
407676,T407677,C5712735,1986-04-13,M,DUBAI,2141.96,2016-08-18,12:31:48,17149.0,30
407805,T407806,C7936260,1986-05-23,M,ISLAMABAD,2866.4,2016-08-18,18:51:53,25500.0,30
408558,T408559,C4429882,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:09:03,132000.0,35
408594,T408595,C3515782,1990-11-16,F,BEDFORD,455143.42,2016-08-18,17:45:17,1326.04,25
408601,T408602,C2036785,1979-03-30,M,PARRAMATTA,228342.08,2016-08-18,18:45:03,2786.0,37
408989,T408990,C8121289,1987-05-05,F,LAGOS,546.14,2016-08-18,20:08:50,215.0,29
409157,T409158,C2529867,1981-03-15,M,WEST HARTFORD,154039.15,2016-08-18,18:08:26,132000.0,35
409434,T409435,C7379079,1985-05-13,M,SYDNEY,35076.63,2016-08-18,17:34:13,1052.8,31
410257,T410258,C7518343,1989-07-18,M,DUBAI,50047.8,2016-08-18,21:22:34,665.0,27
410402,T410403,C3425041,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-18,17:44:07,1259.0,35
411413,T411414,C1936734,1979-03-30,M,PARRAMATTA,228342.08,2016-08-18,20:47:29,3695.0,37
411737,T411738,C3239780,1989-01-26,F,SHARJAH,108815.52,2016-08-18,17:00:34,4005.0,27
411748,T411749,C6436746,1979-03-30,M,PARRAMATTA,228342.08,2016-08-18,18:56:15,324.0,37
412122,T412123,C2512734,1986-04-13,M,DUBAI,2141.96,2016-08-18,21:48:46,2045.0,30
412413,T412414,C2512618,1983-12-06,M,BRAMPTON,3905118.13,2016-08-18,19:13:09,1883.22,32
412418,T412419,C8272174,1994-01-07,M,OKHALDHUNGA,3630.4,2016-08-18,21:28:20,350.0,22
412919,T412920,C4038436,1971-05-29,M,DHAHRAN,277651.64,2016-08-17,08:22:55,1500.0,45
413171,T413172,C4536725,1979-03-30,M,PARRAMATTA,228342.08,2016-08-18,20:39:39,960.0,37
413205,T413206,C7114281,1977-10-31,M,DUBAI,238928.01,2016-08-18,19:35:40,25.0,38
413295,T413296,C5519087,1989-03-27,M,SINGAPORE,589.09,2016-08-17,05:13:01,173.31,27
413810,T413811,C7734834,1987-06-18,M,DUBAI,828645.92,2016-08-18,21:17:37,1470.0,29
414171,T414172,C8232190,1978-03-09,M,DUBAI,550129.0,2016-08-17,09:29:47,559.0,38
414406,T414407,C8615364,1958-01-13,F,KUALA LUMPUR,26814.42,2016-08-17,09:04:34,1343.0,58
415369,T415370,C4532169,1978-03-09,M,DUBAI,550129.0,2016-08-17,08:12:56,8125.0,38
415419,T415420,C2540573,1964-02-02,M,MESAIEED,5594793.64,2016-08-17,08:54:22,7358.0,52
415935,T415936,C1148813,1966-10-30,M,DUBAI,669776.8,2016-08-18,18:33:38,2308.0,50
416366,T416367,C6511272,1967-04-16,M,DUBAI,2776568.15,2016-08-17,03:02:59,1598.99,49
416827,T416828,C4170785,1967-04-15,F,SOMALI REGION,62959.17,2016-08-17,14:32:27,500.0,49
416980,T416981,C7633085,1989-06-12,M,KIGALI,10951.79,2016-08-18,10:54:08,1.0,27
417055,T417056,C5511285,1967-04-16,M,DUBAI,2776568.15,2016-08-17,02:45:17,1089.0,49
417075,T417076,C6111235,1967-04-16,M,DUBAI,2776568.15,2016-08-17,02:52:58,1089.0,49
417710,T417711,C4224181,1970-09-11,M,MUSCAT,30317.99,2016-08-17,19:04:21,2000.0,46
418757,T418758,C9033041,1989-06-12,M,KIGALI,12405.19,2016-08-18,10:51:51,1.0,27
418890,T418891,C3618935,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,13:15:01,404.0,36
419098,T419099,C3018918,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,11:28:40,460.0,36
419322,T419323,C1219353,1989-01-11,M,SINGAPORE,47537.82,2016-08-17,12:37:19,21000.0,27
419396,T419397,C7025050,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-17,01:36:31,2804.0,35
419457,T419458,C7326019,1977-10-04,M,DOYLESTOWN,73718.43,2016-08-17,09:29:45,5180.0,39
419688,T419689,C7325215,1954-12-04,M,RIYADH,235624.38,2016-08-17,01:51:56,60.0,61
419970,T419971,C2038445,1971-05-29,M,DHAHRAN,277651.64,2016-08-17,08:55:19,1200.0,45
420174,T420175,C2620539,1986-05-28,M,KUWAIT CITY,59045.23,2016-08-17,14:20:47,205.0,30
420462,T420463,C5541535,1958-11-06,M,KUWAIT,990586.49,2016-08-17,14:25:12,15684.0,57
420511,T420512,C6618944,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,12:49:19,2749.0,36
420596,T420597,C2438842,1983-09-03,F,DUBAI,118808.25,2016-08-17,17:48:11,399.0,33
420690,T420691,C6721891,1962-11-11,M,MUSCAT,5820.81,2016-08-17,14:15:35,200.0,53
421176,T421177,C2340840,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-17,13:38:38,400.0,40
421496,T421497,C1619330,1989-01-11,M,SINGAPORE,47537.82,2016-08-17,12:48:23,3000.0,27
421515,T421516,C1171885,1952-05-16,M,DUBAI,767440.98,2016-08-17,17:19:02,25.0,64
421726,T421727,C1218950,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,13:57:05,5918.0,36
422060,T422061,C4425169,1981-11-25,M,ABU DHABI,290301.0,2016-08-17,12:56:48,20628.0,34
422224,T422225,C5832141,1978-03-09,M,DUBAI,550129.0,2016-08-17,13:35:44,14250.0,38
422600,T422601,C1775936,1983-06-09,M,MUSCAT,74109.86,2016-08-17,12:59:17,8000.0,33
423109,T423110,C4916785,1971-06-29,M,JUFFAIR,533006.35,2016-08-17,09:28:22,16.0,45
423706,T423707,C2718964,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,12:31:04,3273.5,36
424030,T424031,C3727076,1984-05-14,M,ABU DHABI,421319.41,2016-08-17,14:15:44,9770.0,32
424624,T424625,C6233925,1971-06-28,M,DUBAI,9842.18,2016-08-17,13:08:35,12700.0,45
425348,T425349,C7318975,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,16:45:32,3037.0,36
425747,T425748,C4728291,1980-09-29,M,HONGKONG,250927.67,2016-08-17,16:01:27,6974.95,36
426180,T426181,C6727928,1970-06-04,M,SHARJAH,57583.74,2016-08-17,16:42:53,6267.5,46
426280,T426281,C5018967,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,18:01:24,6500.0,36
426678,T426679,C7838820,1983-09-03,F,DUBAI,118808.25,2016-08-17,18:24:19,1119.0,33
426840,T426841,C8521875,1962-11-11,M,MUSCAT,5820.81,2016-08-17,18:19:01,1000.0,53
427688,T427689,C4231513,1976-11-07,M,SYDNEY,27244.2,2016-08-17,18:41:10,460.0,39
427897,T427898,C1121292,1987-05-05,F,LAGOS,546.14,2016-08-17,19:58:53,251.98,29
428038,T428039,C2017935,1974-10-21,M,KUWAIT,1299871.45,2016-08-17,20:28:24,700.0,42
429067,T429068,C8913633,1977-12-03,M,DUBAI,99293.78,2016-08-17,17:50:47,1402.0,38
429116,T429117,C5336237,1986-05-23,M,ISLAMABAD,2866.4,2016-08-17,18:45:49,3600.0,30
429172,T429173,C1520865,1952-01-03,M,JIZAN,2883314.46,2016-08-17,18:49:41,206500.0,64
429869,T429870,C4118875,1974-11-19,M,RIYADH,2988545.42,2016-08-17,18:07:06,500.0,41
430029,T430030,C6812674,1983-12-06,M,BRAMPTON,3905118.13,2016-08-17,19:21:28,4158.0,32
430277,T430278,C4326376,1982-03-12,M,SUNNYVALE,41433.77,2016-08-17,20:15:06,2394.0,34
430381,T430382,C6039758,1989-01-26,F,SHARJAH,108815.52,2016-08-17,17:01:21,790.0,27
430557,T430558,C4520888,1952-01-03,M,JIZAN,2883314.46,2016-08-17,18:51:50,100000.0,64
430828,T430829,C5341911,1986-03-24,M,SINGAPORE,273886.16,2016-08-17,18:04:46,2000.0,30
430867,T430868,C5321888,1962-11-11,M,MUSCAT,5820.81,2016-08-17,23:04:37,25.0,53
431288,T431289,C1717161,1986-03-16,M,ABU DHABI,610098.05,2016-08-17,17:58:10,500.0,30
431490,T431491,C7022374,1989-11-07,F,MARSEILLE,46003.32,2016-08-17,17:50:30,2000.0,26
431609,T431610,C6217949,1974-10-21,M,KUWAIT,1299871.45,2016-08-17,20:14:26,1070.0,42
432051,T432052,C4017173,1986-03-16,M,ABU DHABI,610098.05,2016-08-17,17:57:09,500.0,30
432271,T432272,C7238880,1983-09-03,F,DUBAI,118808.25,2016-08-17,17:48:44,200.0,33
432563,T432564,C3326090,1989-08-21,M,DOHA,51732.07,2016-08-17,19:27:20,383.0,27
432972,T432973,C3335513,1978-10-05,M,DOHA,990.69,2016-08-16,09:29:09,1224.0,38
433446,T433447,C5217931,1974-10-21,M,KUWAIT,1299871.45,2016-08-17,19:37:45,310.0,42
433527,T433528,C8421216,1987-05-05,F,LAGOS,546.14,2016-08-17,22:14:32,187.0,29
433653,T433654,C7521578,1985-12-22,M,DUBAI,2500554.96,2016-08-17,14:16:29,60.0,30
433991,T433992,C3482971,1981-11-01,M,SHARJAH,20934.66,2016-08-17,20:42:40,955.0,34
434116,T434117,C6419361,1989-01-11,M,SINGAPORE,47537.82,2016-08-17,21:22:30,950.0,27
434134,T434135,C1239751,1989-01-26,F,SHARJAH,108815.52,2016-08-17,20:35:57,3118.0,27
434136,T434137,C1017953,1974-10-21,M,KUWAIT,1299871.45,2016-08-17,20:55:07,816.0,42
435256,T435257,C8119013,1989-03-27,M,SINGAPORE,589.09,2016-08-16,10:29:21,265.8,27
435553,T435554,C6718980,1980-09-07,M,MOMBASA,4875052.46,2016-08-17,22:59:24,2660.9,36
435627,T435628,C1117912,1974-10-21,M,KUWAIT,1299871.45,2016-08-17,19:49:39,400.0,42
435695,T435696,C6732035,1984-10-14,M,HAARLEM,120.19,2016-08-17,20:23:16,999.01,32
435801,T435802,C6021235,1987-05-05,F,LAGOS,546.14,2016-08-17,22:24:29,200.0,29
436484,T436485,C4941542,1958-11-06,M,KUWAIT,990586.49,2016-08-17,22:37:16,5119.0,57
436509,T436510,C6226357,1982-03-12,M,SUNNYVALE,41433.77,2016-08-17,22:07:24,5058.0,34
437237,T437238,C6739879,1980-10-20,M,AJMAN,222098.02,2016-08-16,10:59:23,80618.0,36
437371,T437372,C6615865,1988-08-23,F,SWINDON,1225826.11,2016-08-17,22:23:43,4122.12,28
437970,T437971,C3033029,1989-06-12,M,KIGALI,12405.19,2016-08-17,11:36:29,80.75,27
438332,T438333,C3719389,1983-11-02,M,DEVONSHIRE,42476.15,2016-08-17,21:49:01,692.0,32
438488,T438489,C3782755,1976-10-06,M,DUBAI,334191.05,2016-08-16,10:25:00,957.0,40
438504,T438505,C5522342,1989-11-07,F,MARSEILLE,46003.32,2016-08-17,20:56:25,2208.0,26
438928,T438929,C6726350,1982-03-12,M,SUNNYVALE,41433.77,2016-08-17,21:33:58,3950.0,34
439002,T439003,C6622033,1985-08-16,M,DUBAI,392.16,2016-08-16,12:03:44,390.0,31
439106,T439107,C1721813,1962-11-11,M,MUSCAT,5820.81,2016-08-17,22:18:10,120.0,53
439245,T439246,C4080176,1962-06-16,M,RUWI,78.92,2016-08-16,10:29:58,2160.0,54
439462,T439463,C5019347,1989-01-11,M,SINGAPORE,47537.82,2016-08-17,21:53:40,435.0,27
439464,T439465,C3719357,1989-01-11,M,SINGAPORE,162753.79,2016-08-17,21:56:16,435.0,27
439699,T439700,C7019377,1989-01-11,M,SINGAPORE,47537.82,2016-08-17,21:53:04,435.0,27
440335,T440336,C5818524,1976-01-05,M,DOHA,7681113.21,2016-08-16,14:14:46,201.0,40
440865,T440866,C4718848,1974-11-19,M,RIYADH,2988545.42,2016-08-16,09:23:42,1000.0,41
440995,T440996,C6641468,1955-05-12,M,AL KHOBAR,46425.69,2016-08-16,13:04:02,1682.43,61
441133,T441134,C6523112,1961-08-16,F,DUBAI,36096.39,2016-08-16,13:00:06,670.0,55
441481,T441482,C7839485,1957-06-01,M,DUBAI,13043.63,2016-08-16,07:17:15,4968.0,59
441495,T441496,C7821463,1989-11-05,M,FAHAHEL,9226.08,2016-08-16,12:56:34,299.0,26
441816,T441817,C3521485,1989-11-05,M,FAHAHEL,9226.08,2016-08-16,08:19:59,300.0,26
442069,T442070,C6625055,1981-08-18,M,KUALA LUMPUR,2885.46,2016-08-16,12:57:57,200.0,35
442297,T442298,C3014666,1993-05-24,M,DUBAI,101422.94,2016-08-16,02:38:19,60.0,23
442349,T442350,C6638492,1971-05-29,M,DHAHRAN,277651.64,2016-08-16,07:56:59,719.0,45
442385,T442386,C6218942,1980-09-07,M,MOMBASA,4875052.46,2016-08-16,13:51:53,4887.5,36
442789,T442790,C7515341,1958-01-13,F,KUALA LUMPUR,26814.42,2016-08-16,14:15:16,1475.0,58
442868,T442869,C5921412,1989-11-05,M,FAHAHEL,9226.08,2016-08-16,13:45:51,300.0,26
443004,T443005,C4925171,1981-11-25,M,ABU DHABI,290301.0,2016-08-16,13:12:20,3036.0,34
443113,T443114,C2139837,1980-10-20,M,AJMAN,222098.02,2016-08-16,13:24:58,3718.0,36
443683,T443684,C3757644,1972-11-19,F,SHARJAH,1637073.27,2016-08-16,11:41:21,25170.0,43
443923,T443924,C1421591,1983-02-02,M,DOHA,46.29,2016-08-16,16:25:30,645.0,33
444655,T444656,C1391323,1987-02-27,F,DUBAI,85309.06,2016-08-16,16:26:22,2794.0,29
444688,T444689,C5476225,1987-03-27,M,SOUTH HEDLAND,811.96,2016-08-16,15:04:11,797.0,29
444937,T444938,C2282918,1981-11-01,M,SHARJAH,20934.66,2016-08-16,14:38:09,9980.0,34
444951,T444952,C7038938,1983-12-18,M,MUSCAT,16.26,2016-08-16,11:15:02,500.0,32
445012,T445013,C1423116,1961-08-16,F,DUBAI,36096.39,2016-08-16,16:07:38,1200.0,55
445203,T445204,C8926314,1982-03-12,M,SUNNYVALE,41433.77,2016-08-16,15:58:41,909.47,34
445738,T445739,C8639714,1989-01-26,F,SHARJAH,108815.52,2016-08-16,16:00:14,423.0,27
445859,T445860,C3322021,1985-08-16,M,DUBAI,392.16,2016-08-16,11:34:17,2400.0,31
445938,T445939,C5228442,1971-11-02,M,DUBAI,1701064.9,2016-08-16,17:17:40,5372.0,44
446063,T446064,C5418371,1989-07-18,M,DUBAI,50047.8,2016-08-16,16:32:58,1523.0,27
446513,T446514,C6612750,1986-04-13,M,DUBAI,2141.96,2016-08-16,19:15:34,728.54,30
446642,T446643,C2126639,1984-07-21,M,DUBAI,113416.91,2016-08-16,14:16:34,25.0,32
446881,T446882,C8635170,1988-08-24,M,OTTERFING,20800.65,2016-08-16,19:00:23,3595.0,28
447011,T447012,C1036784,1988-03-26,M,NSW,174212.92,2016-08-16,16:59:53,2115.89,28
447155,T447156,C5323860,1965-10-09,M,AJMAN,9915.6,2016-08-16,17:20:00,599.0,51
447983,T447984,C2991354,1987-02-27,F,DUBAI,85309.06,2016-08-16,18:42:02,1838.5,29
448173,T448174,C7617278,1981-05-30,M,AUSTIN,291670.62,2016-08-16,18:34:38,2198.0,35
448642,T448643,C3318552,1976-01-05,M,DOHA,7681113.21,2016-08-16,14:14:04,201.0,40
448758,T448759,C4520887,1952-01-03,M,JIZAN,2883314.46,2016-08-16,18:30:31,40797.0,64
448775,T448776,C4836788,1988-03-26,M,NSW,174212.92,2016-08-16,16:43:58,3731.9,28
448833,T448834,C4632118,1978-03-09,M,DUBAI,550129.0,2016-08-16,13:42:37,14259.0,38
448999,T449000,C2163217,1983-11-09,M,JABAL ALI,609916.7,2016-08-16,19:55:24,1550.0,32
449232,T449233,C6719382,1983-11-02,M,DEVONSHIRE,42476.15,2016-08-16,19:13:02,1305.0,32
449323,T449324,C1719346,1983-11-02,M,DEVONSHIRE,42476.15,2016-08-16,20:22:12,4142.38,32
449391,T449392,C1217241,1981-05-30,M,AUSTIN,291670.62,2016-08-16,19:27:57,6254.0,35
449851,T449852,C5640182,1988-03-14,M,AL SALMIYA,31457.19,2016-08-16,15:53:17,1592.0,28
449858,T449859,C5528435,1971-11-02,M,DUBAI,1701064.9,2016-08-16,16:51:05,16168.0,44
449988,T449989,C3440151,1988-03-14,M,AL SALMIYA,31457.19,2016-08-16,19:07:20,1000.0,28
450478,T450479,C6919342,1983-11-02,M,DEVONSHIRE,42476.15,2016-08-16,21:05:58,265.0,32
450672,T450673,C7840165,1988-03-14,M,AL SALMIYA,31457.19,2016-08-16,20:08:13,2744.2,28
450689,T450690,C6995711,1976-03-17,M,DUBAI,1357.63,2016-08-16,21:48:23,734.0,40
450848,T450849,C8623680,1979-05-20,M,ROME,739234.52,2016-08-16,18:00:02,65.2,37
451066,T451067,C6430416,1992-01-25,M,SYDNEY,3686.42,2016-08-16,15:55:46,1060.0,24
451192,T451193,C6028425,1971-11-02,M,DUBAI,1701064.9,2016-08-16,19:18:05,3196.0,44
451970,T451971,C6640811,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-16,20:05:58,250.0,40
452187,T452188,C8126089,1989-08-21,M,DOHA,51732.07,2016-08-16,20:30:15,800.0,27
452362,T452363,C4980085,1961-08-14,M,SHARJAH,27319.44,2016-08-21,09:21:46,95.0,55
452493,T452494,C3640849,1976-05-20,M,KUWAIT CITY,217328.72,2016-08-16,21:10:15,1590.0,40
452704,T452705,C7913658,1975-12-20,M,SINGAPORE,73569.19,2016-08-16,21:40:33,360.0,40
452817,T452818,C5136751,1988-03-26,M,NSW,174212.92,2016-08-16,18:42:05,200.0,28
453025,T453026,C4515981,1968-06-13,M,RIYADH,224570.01,2016-08-16,18:24:48,9357.0,48
453879,T453880,C2326348,1982-03-12,M,SUNNYVALE,41433.77,2016-08-16,20:57:07,50000.0,34
455108,T455109,C5113655,1975-12-20,M,SINGAPORE,73569.19,2016-08-16,21:24:09,120.0,40
455608,T455609,C3021079,1982-09-27,M,EDISON,3633560.99,2016-08-16,20:53:01,1200.0,34
455641,T455642,C3531471,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-16,21:26:51,1168.0,61
455769,T455770,C5726358,1982-03-12,M,SUNNYVALE,41433.77,2016-08-16,23:20:35,1961.0,34
455807,T455808,C7395764,1976-03-17,M,DUBAI,1357.63,2016-08-16,22:11:48,274.52,40
456874,T456875,C1483357,1994-09-16,M,DUBAI,100219.1,2016-08-21,13:01:31,173.0,22
457047,T457048,C4718355,1984-01-01,M,DOHA,5923.31,2016-08-21,12:01:43,1560.0,32
457071,T457072,C3923880,1965-10-09,M,AJMAN,9915.6,2016-08-21,12:23:03,1122.0,51
457620,T457621,C6131453,1954-11-21,M,FONTENAY AUX ROSES,36206.7,2016-08-16,19:40:14,8995.0,61
457781,T457782,C4733547,1977-10-02,M,FUJAIRAH,10460.98,2016-08-21,11:46:17,3783.05,39
458028,T458029,C6132480,1986-04-28,M,MARSEILLE,61.57,2016-08-16,21:01:47,29.0,30
458121,T458122,C6712911,1976-11-08,F,RAS TANURA,35931.05,2016-08-21,08:32:54,25.0,39
458387,T458388,C5826036,1989-08-21,M,DOHA,51732.07,2016-08-16,20:13:17,1439.0,27
458798,T458799,C8532313,1970-03-01,M,DUBAI,11806.64,2016-08-21,02:26:11,25.0,46
459114,T459115,C8320812,1952-01-03,M,JIZAN,2883314.46,2016-08-16,20:16:06,10000.0,64
